salami_id,Album,Album Artist,Artist,Artwork Count,BPM,Bit Rate,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Name,Persistent ID,Play Count,Play Date,Play Date UTC,Sample Rate,Size,Sort Album,Sort Album Artist,Sort Artist,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Volume Adjustment,Year
822,De Cuba Son,,Omara Portuondo,,,128,From tape,True,,2010-04-23 22:07:44,2006-09-30 22:47:18,,,5,World - Cuban,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/De%20Cuba%20Son/La%20Ultima%20Noche.mp3,La Ultima Noche,A5FDEDC36CBB4D8C,,,,44100,3758471,,,,,234893,16,1645,4,File,,2000
824,Cuban Counterpoint,,Sexteto Nacional,,,128,From tape,True,,2010-04-23 22:07:44,2006-09-30 22:54:00,,,5,World - Cuban,,MPEG audio file,2,"file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Cuban%20Counterpoint/Mayeya,%20No%20Juegues%20con%20los%20....mp3","Mayeya, No Juegues con los ...",9BF53AEA03405A6F,,,,44100,2826445,,,,,176640,22,1594,8,File,,1994
826,Wonderful World of Amelie,,Yann Tiersen,,,192,From UoM,,,2010-04-23 22:12:25,2006-09-30 23:00:52,,,5,World - European,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Yann%20Tiersen/Wonderful%20World%20of%20Amelie/La%20dispute.mp3,La dispute,A0DA7F9002975C56,,,,44100,6126736,,,,,255268,20,8407,13,File,,2001
828,The Best Of Paolo Conte,,Paolo Conte,,,128,From UoM,,,2010-04-23 22:12:15,2006-09-30 22:48:08,,,5,World - European,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Paolo%20Conte/The%20Best%20Of%20Paolo%20Conte/Gong-oh.mp3,Gong-oh,58B0DFA1DFC617A7,,,,44100,3152533,Best Of Paolo Conte,,,,197015,20,7546,12,File,,1998
830,Le Mystere de Voix Bulgares Vol. 2,,Choir Philip Koutev,,,160,From UoM,True,Trakia,2010-04-23 22:07:59,2006-09-30 22:24:26,,,5,World - European,,MPEG audio file,2,"file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Le%20Mystere%20de%20Voix%20Bulgares%20Vol.%202/Plamina,%20Stara%20Planina.mp3","Plamina, Stara Planina",5BEB4CC02FCA5AEC,,,,44100,6426801,,,,,321227,17,2791,17,File,,1988
832,Le Mystere de Voix Bulgares Vol. 2,,Ensemble Pirin,,,160,From UoM,True,Pirine,2010-04-23 22:07:58,2006-09-30 22:27:44,,,5,World - European,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Le%20Mystere%20de%20Voix%20Bulgares%20Vol.%202/Ei%20Mori%20Roujke.mp3,Ei Mori Roujke,01EF36CCB0FEC099,,,,44100,2255554,,,,,112666,17,2770,8,File,,1988
834,Le Mystere de Voix Bulgares Vol. 2,,Orchestra Yvan Kirev,,,160,From UoM,True,Dobroudja,2010-04-23 22:07:59,2006-09-30 22:47:20,,,5,World - European,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Le%20Mystere%20de%20Voix%20Bulgares%20Vol.%202/Ovdoviala%20Lissitchkata.mp3,Ovdoviala Lissitchkata,DAB8B396D8D1D2FF,,,,44100,3411229,,,,,170448,17,2788,6,File,,1988
836,Le Mystere de Voix Bulgares Vol. 2,,"Kalinka Valcheva, Vasilka Andonova, Paulina Gotscheva, Stoyanka Boneva vocal quartet",,,160,From UoM,True,Shopsko,2010-04-23 22:07:58,2006-09-30 22:36:04,,,5,World - European,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Le%20Mystere%20de%20Voix%20Bulgares%20Vol.%202/Dve%20Tourlaski%20Pesen.mp3,Dve Tourlaski Pesen,779337AAF4433E07,,,,44100,2851746,,,,,142471,17,2767,11,File,,1988
838,Siroco,,Paco De Lucia,,,160,From UoM,,,2010-04-23 22:12:15,2006-09-30 22:48:00,,,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Paco%20De%20Lucia/Siroco/Mi%20Nin%CC%83o%20Curro%20(Rondena).mp3,Mi Niño Curro (Rondena),337271FC863A4956,,,,44100,4264830,,,,,213133,8,7486,2,File,,1987
840,Masters of Flamenco Guitar,,Sabicas,,,160,From CD,True,,2010-04-23 22:08:00,2006-09-30 22:52:56,,,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Masters%20of%20Flamenco%20Guitar/Farruca%20_El%20Albacin_.mp3,"Farruca ""El Albacin""",2EDDED6E456FAF19,,,,44100,5732959,,,,,286537,20,2917,5,File,,1961
842,Gypsy Passions,,Chago Rodrigo,,,128,From tape,,,2010-04-23 22:07:13,2006-09-30 22:23:58,,,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Chago%20Rodrigo/Gypsy%20Passions/Garrotin.mp3,Garrotin,82F5185714F0743C,,,,44100,1605129,,,,,100310,12,1006,6,File,,1993
844,Viva Flamenco,,Gerardo Núñez,,,192,From CD,True,Gerardo Núñez,2010-04-23 22:10:04,2006-09-30 22:29:30,,,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Viva%20Flamenco/Sevilla.mp3,Sevilla,AA2F6CDE2DFD5D8B,,,,44100,5477274,,,,,228127,14,4036,9,File,,2000
846,The Story of Flamenco,,"Terremoto de Jerez , Manolo Morao guitar",,,160,From CD,True,,2010-04-23 22:08:36,2006-09-30 22:56:06,,,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/The%20Story%20of%20Flamenco/Me%20Pongo%20a%20Pregonar.mp3,Me Pongo a Pregonar,A1DC4EBD00200F3E,,,,44100,5117531,Story of Flamenco,,,,255764,17,3832,11,File,,1997
848,Hands of Silver,,Manitas de Plata,,,128,From tape,,,2010-04-23 22:11:43,2006-09-30 22:39:50,,,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Manitas%20de%20Plata/Hands%20of%20Silver/1.mp3,1,C4D6994CB7FE5798,,,,44100,3631375,,,,,226951,7,6766,1,File,,
850,Duende - Disc 3 - Magic,,Enrique De Melchor,,,192,From CD,True,Enrique De Melchor,2010-04-23 22:07:46,2006-09-30 22:27:44,3,2,5,World - Flamenco,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Duende%20-%20Disc%203%20-%20Magic/Enrique%20Melchor%20-%20De%20Mi%20Fuente.mp3,Enrique Melchor - De Mi Fuente,674BC03C4B7A85AF,,,,44100,7346210,,,,,305998,14,1759,7,File,,1994
852,Dance the Devil Away,,Outback,,,128,From tape,,,2010-04-23 22:12:14,2006-09-30 22:47:48,,,5,World - Fusion,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Outback/Dance%20the%20Devil%20Away/Dance%20the%20Devil%20Away.mp3,Dance the Devil Away,2D02F3FE755AB828,,,,44100,6957965,,,,,434860,8,7396,7,File,,1992
854,Siberie m'etait contée,,Manu Chao,1,,188,From W,,,2010-04-23 22:11:48,2007-07-26 20:47:46,,,5,World - Fusion,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Manu%20Chao/Siberie%20m'etait%20conte%CC%81e/Te%20tromper.mp3,Te tromper,5D8CD90100F4A264,,,,44100,1839203,,,,,72646,15,7129,12,File,,2005
856,Source,,Paradox Trio,,,192,From CD,,Matt Darriau,2010-04-23 22:12:16,2006-09-30 22:48:14,,,5,World - Fusion,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Paradox%20Trio/Source/Ghost%20Dance.mp3,Ghost Dance,2AE1304C37E466AA,,,,44100,9362415,,,,,390008,9,7606,7,File,,1999
858,L'Essentiel,,Alabína,,,160,From UoM,,,2010-04-23 22:07:06,2006-09-30 22:15:54,,,5,World - Fusion,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Alabi%CC%81na/L'Essentiel/Linda.mp3,Linda,ABE7C05651E153F7,,,,44100,6287234,,,,,314253,18,337,13,File,,2000
860,Aion,,Dead Can Dance,,,256,From UoM,,,2010-04-23 22:10:04,2006-09-30 22:26:08,,,5,World - Fusion,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Dead%20Can%20Dance/Aion/As%20the%20Bell%20Rings%20the%20Maypole%20Spins.mp3,As the Bell Rings the Maypole Spins,C5CC3E39BA49BB7B,,,,44100,10139149,,,,,316839,12,4069,6,File,,1990
862,Shri Durga,,Chebi i Sabbah,,,112,From UoM,,,2010-04-23 22:07:14,2006-09-30 22:24:10,,,5,World - Fusion,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Chebi%20i%20Sabbah/Shri%20Durga/Maheshvara%20Yogi.mp3,Maheshvara Yogi,AABD27E487D6B07A,,,,44100,8610481,,,,,611526,7,1099,4,File,,1999
864,Csárdás Hungarian Gypsy Music,,Ferenc Sánta and his Gypsy Band,,,192,From CD,,,2010-04-23 22:11:03,2006-09-30 22:28:40,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Ferenc%20Sa%CC%81nta%20and%20his%20Gypsy%20Band/Csa%CC%81rda%CC%81s%20Hungarian%20Gypsy%20Music/Csa%CC%81rda%CC%81s%20(Monti).mp3,Csárdás (Monti),7624064900FF9C53,,,,44100,5704819,,,,,237609,15,5113,2,File,,1994
866,The Man Who Cried,,Taraf de Haïdouks,,,192,From CD,True,Sapo Perapaskero,2010-04-23 22:08:34,2006-09-30 22:55:58,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/The%20Man%20Who%20Cried/Baladele%20Revoluteii.mp3,Baladele Revoluteii,C85BBEAE7CBA0F93,,,,44100,4742513,Man Who Cried,,,,197511,17,3640,8,File,,2000
868,Latcho Drom Soundtrack,,,,,128,From tape,True,,2010-04-23 22:07:57,2006-09-30 23:01:12,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Latcho%20Drom%20Soundtrack/Gili%20(Bega%20Sityz).mp3,Gili (Bega Sityz),1E976D27EC85E534,,,,44100,4365334,,,,,272822,18,2683,12,File,,1994
870,Latcho Drom Soundtrack,,,,,128,From tape,True,,2010-04-23 22:07:57,2006-09-30 23:01:12,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Latcho%20Drom%20Soundtrack/Auschwitz.mp3,Auschwitz,DA843EB3A60506F8,,,,44100,1878469,,,,,117394,18,2671,13,File,,1994
872,Latcho Drom Soundtrack,,,,,128,From tape,True,,2010-04-23 22:07:57,2006-09-30 23:01:08,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Latcho%20Drom%20Soundtrack/Istanbul%20Drom.mp3,Istanbul Drom,2B81F267708B901B,,,,44100,637551,,,,,39836,18,2689,7,File,,1994
874,Latcho Drom Soundtrack,,,,,128,From tape,True,,2010-04-23 22:07:57,2006-09-30 23:01:10,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Latcho%20Drom%20Soundtrack/Hicaz%20Dolap%20ROM.mp3,Hicaz Dolap ROM,D63870A76E6D9781,,,,44100,3486363,,,,,217887,18,2686,8,File,,1994
876,Latcho Drom Soundtrack,,,,,128,From tape,True,,2010-04-23 22:07:57,2006-09-30 23:01:14,,,5,World - Gypsy,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Latcho%20Drom%20Soundtrack/Ramona.mp3,Ramona,87D41E4CC5641107,,,,44100,3252298,,,,,203258,18,2701,16,File,,1994
878, En concert à Paris,,Nusrat Fateh Ali Khan,,,160,From CD,,Traditional,2010-04-23 22:12:12,2006-10-01 17:39:16,2,1,5,World - Indian,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Nusrat%20Fateh%20Ali%20Khan/_En%20concert%20a%CC%80%20Paris/Hamd.mp3,Hamd,65568E7CA6834844,,,,44100,34567449,,,,,1728261,4,7225,1,File,,1987
880,Eternal Ragas,,Ali Akbar Khan,,,192,From CD,True,,2010-04-23 22:07:47,2006-09-30 22:16:42,,,5,World - Indian,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Eternal%20Ragas/Raga_%20Tilak%20Kamod-Madhyalaya%20Teentaa.mp3,Raga: Tilak Kamod-Madhyalaya Teentaal,92FFD757434EC682,,,,44100,7838324,,,,,326504,9,1870,3,File,,2001
882,The Rough Guide to the Music of India and Pakistan ,,N. Ramani,,,128,From tape,True,,2010-04-23 22:08:35,2006-09-30 22:43:06,,,5,World - Indian,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/The%20Rough%20Guide%20to%20the%20Music%20of%20India%20an/Ninnade.mp3,Ninnade,48E299121F30F303,,,,44100,6107035,Rough Guide to the Music of India and Pakistan ,,,,381675,11,3772,11,File,,1996
884,Eternal Ragas,,Amjad Ali Khan,,,192,From CD,True,,2010-04-23 22:07:47,2006-09-30 22:17:12,,,5,World - Indian,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Eternal%20Ragas/Raga_%20Zila%20Kafi.mp3,Raga: Zila Kafi,9201C852CB383679,,,,44100,9610658,,,,,400352,9,1879,6,File,,1983
886,The Rough Guide to the Music of India and Pakistan ,,Musicians and Poets of Rajasthan / Zarsanga,,,128,From tape,True,,2010-04-23 22:08:35,2006-09-30 22:43:04,,,5,World - Indian,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/The%20Rough%20Guide%20to%20the%20Music%20of%20India%20an/Kaman%20Song%20_%20Gula%20Sta%20de%20Kilie.mp3,Kaman Song / Gula Sta de Kilie,EBBA2CCF0D638FC0,,,,44100,9437390,Rough Guide to the Music of India and Pakistan ,,,,589818,11,3766,5,File,,1996
888,The Rough Guide to the Music of India and Pakistan ,,Sabri Brothers,,,128,From tape,True,,2010-04-23 22:08:35,2006-09-30 22:52:58,,,5,World - Indian,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/The%20Rough%20Guide%20to%20the%20Music%20of%20India%20an/Ranam%20Farsuda%20Jan.mp3,Ranam Farsuda Jan,68084FA0E3FF123F,,,,44100,12625123,Rough Guide to the Music of India and Pakistan ,,,,789054,11,3778,3,File,,1996
890,In The Fiddler's House,,Itzhak Perlman,,,192,From CD,True,Traditional,2010-04-23 22:07:56,2006-09-30 22:30:58,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/In%20The%20Fiddler's%20House/Der%20Alter%20Bulgar.mp3,Der Alter Bulgar,7B796CFA85F2AEA3,,,,44100,8526094,,,,,355160,15,2614,10,File,,1995
892,The Magic Of The Klezmer,,Giora Feidman,,,160,From UoM,,Folk; Folk; Emile Gorovets; Traditional,2010-04-23 22:11:06,2006-09-30 22:29:34,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Giora%20Feidman/The%20Magic%20Of%20The%20Klezmer/Music%20For%20_Ghetto__%20Ten%20Brothers_%20Wi.mp3,"Music For ""Ghetto"": Ten Brothers; Wir Leben Ewig; My Mother Longed to Be There On My Wedding Day; Freilach",8230775EF2F60DE5,,,,44100,6985395,Magic Of The Klezmer,,,,349152,15,5383,12,File,,1985
894,In The Fiddler's House,,Klezmer Conservatory Band,,,192,From CD,True,Traditional,2010-04-23 22:07:56,2006-09-30 22:36:52,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/In%20The%20Fiddler's%20House/Der%20Heyser%20Bulgar.mp3,Der Heyser Bulgar,2801EE2A81D47F86,,,,44100,5632783,,,,,234605,15,2617,14,File,,1995
896,First Recordings (1976-1978),,The Klezmorim,,,128,From tape,,,2010-04-23 22:12:23,2006-09-30 22:36:56,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/The%20Klezmorim/First%20Recordings%20(1976-1978)/Lebedik%20un%20Freylekh.mp3,Lebedik un Freylekh,028026C89497FC2D,,,,44100,3119444,,,Klezmorim,,194951,18,8260,10,File,,1998
898,In The Fiddler's House,,The Klezmatics,,,192,From CD,True,Traditional,2010-04-23 22:07:56,2006-09-30 22:36:52,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/In%20The%20Fiddler's%20House/Fisherlid.mp3,Fisherlid,BB5EE885E3D6A2D6,,,,44100,9304744,,,Klezmatics,,387604,15,2632,9,File,,1995
900,Folklore Yiddish d'Europe Central,,Budapester Klezmer Band,,,192,From CD,,,2010-04-23 22:07:11,2006-09-30 22:21:28,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Budapester%20Klezmer%20Band/Folklore%20Yiddish%20d'Europe%20Central/VI%20Azoy%20Lebt%20De%20Keyzer.mp3,VI Azoy Lebt De Keyzer,A389C8D3CEA6B47B,,,,44100,5168185,,,,,215248,19,790,3,File,,1992
902,First Recordings (1976-1978),,The Klezmorim,,,128,From tape,,,2010-04-23 22:12:23,2006-09-30 22:36:54,,,5,World - Klezmer,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/The%20Klezmorim/First%20Recordings%20(1976-1978)/Sherele.mp3,Sherele,EF05349EF13335BF,,,,44100,2061158,,,Klezmorim,,128809,18,8272,6,File,,1998
904,Absolute Best - Mambo,,Tito Puente,,,160,From CD,,,2010-04-23 22:12:24,2006-09-30 22:56:14,,,5,World - Latin American,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Tito%20Puente/Absolute%20Best%20-%20Mambo/Mambo%20Gallego.mp3,Mambo Gallego,F0879CEB52E52FDB,,,,44100,3474920,,,,,173635,20,8350,19,File,,
906,Susana Baca,,Susana Baca,,,128,From UoM,,Susana Baca,2010-04-23 22:12:22,2006-09-30 22:55:54,,,5,World - Latin American,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Susana%20Baca/Susana%20Baca/Se%20Me%20Van%20Los%20Pies.mp3,Se Me Van Los Pies,39127E243C811640,,,,44100,4892800,,,,,305737,10,8170,8,File,,1997
908,La Ley Del Amor,,Oscar Bouffartique,,,160,From CD,True,,2010-04-23 22:07:57,2006-11-28 12:55:42,,,5,World - Latin American,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/La%20Ley%20Del%20Amor/Burundanga.mp3,Burundanga,58C10A5E9CD9D752,,,,44100,2742424,,,,,137012,11,2662,3,File,,
910,"Salsa, Merenge, Mambo!",,María Rivas,,,192,From CD,True,,2010-04-23 22:08:05,2006-09-30 22:40:14,,,5,World - Latin American,,MPEG audio file,2,"file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Salsa,%20Merenge,%20Mambo!/Mapale.mp3",Mapale,E1953559AA80BE10,,,,44100,4712382,,,,,196257,15,3262,12,File,,1995
912,Eva Mix,,Cafe Tacuba,,,128,From tape,True,,2010-04-23 22:07:47,2006-09-30 22:23:28,,,5,World - Latin American,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Eva%20Mix/14.mp3,14,CBAAAE424EE0DFF1,,,,44100,3032434,,,,,189518,24,1900,14,File,,
914,All Stars Betece,,Africando,,,160,From UoM,,,2010-04-23 22:07:05,2006-09-30 22:15:50,,,5,World - Latin American,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Africando/All%20Stars%20Betece/Pepita.mp3,Pepita,5AF55AD2708C1C8E,,,,44100,6117946,,,,,305789,13,220,11,File,,
916,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:49,2006-10-01 19:53:50,2,2,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/Sunrise%20Song.mp3,Sunrise Song,443BAD70081A2F6C,,,,44100,2414681,,,,,100519,32,2092,18,File,,
918,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:49,2006-10-01 19:54:04,2,1,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/The%20Drunken%20Fisherman.mp3,The Drunken Fisherman,BE8975351E952D37,,,,44100,4743749,,,,Drunken Fisherman,197564,26,2101,15,File,,
920,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:48,2006-10-01 19:54:04,2,1,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/Bat%20Karane%20Mujhe%20Mushkil.mp3,Bat Karane Mujhe Mushkil,7DD5E9777ACD2D85,,,,44100,8536104,,,,,355578,26,1972,3,File,,
922,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:49,2006-10-01 19:54:04,2,1,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/Rokudan%20No%20Shirabe.mp3,Rokudan No Shirabe,9F24B85DE6D29523,,,,44100,5223982,,,,,217573,26,2083,20,File,,
924,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:49,2006-10-01 19:54:04,2,1,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/Radif%20Of%20Nour-Ali%20Boroumand.mp3,Radif Of Nour-Ali Boroumand,AAAEAA760D6E4F48,,,,44100,2343833,,,,,97567,26,2080,7,File,,
926,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:48,2006-10-01 19:54:04,2,1,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/Internationale%20Song%20for%20the%20Masses.mp3,Internationale Song for the Masses,EEEA0A1054E35706,,,,44100,2523772,,,,,105064,26,2029,12,File,,
928,Excursions in World Music,,,,,192,From CD,True,,2010-04-23 22:07:48,2006-10-01 19:53:50,2,2,5,World - Mixed Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Excursions%20in%20World%20Music/Krakowiak%20Z%20Mucharza.mp3,Krakowiak Z Mucharza,C9903B8DC061D618,,,,44100,4768216,,,,,198582,32,2035,8,File,,
930,Hommage à Piazzolla,,Gidon Kremer,,,128,From UoM,,Astor Piazzolla,2010-04-23 22:11:05,2006-09-30 22:29:32,,,5,World - Tango,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Gidon%20Kremer/Hommage%20a%CC%80%20Piazzolla/Soledad.mp3,Soledad,B24A103EA2ABC93B,,,,44100,7522432,,,,,469995,11,5353,7,File,,1996
932,Suite Punte Deleste,,Astor Piazzolla,,,128,From UoM,,,2010-04-23 22:07:07,2006-09-30 22:18:48,,,5,World - Tango,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Astor%20Piazzolla/Suite%20Punte%20Deleste/Suite%20Punta%20Deleste.mp3,Suite Punta Deleste,050524B6D04F4C6A,,,,44100,18399360,,,,,1149805,6,454,1,File,,
934,Hommage à Piazzolla,,Gidon Kremer,,,128,From UoM,,Astor Piazzolla,2010-04-23 22:11:05,2006-09-30 22:29:32,,,5,World - Tango,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Gidon%20Kremer/Hommage%20a%CC%80%20Piazzolla/Cafe%CC%81%201930.mp3,Café 1930,B0CD9AAEE1D50964,,,,44100,7602304,,,,,475010,11,5329,5,File,,1996
936,Blue In The Face,,Astor Piazzolla,,,165,From UoM,True,,2010-04-23 22:55:25,2006-09-30 22:18:48,,,5,World - Tango,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Blue%20In%20The%20Face/Tango%20Apasionado.mp3,Tango Apasionado,ADCE928AA7A4E14D,,,,44100,4376468,,,,,210808,16,24748,12,File,255,1995
938,Un Siècle De Tango - Vol. 2 - Astor Piazzolla,,Ensemble Rómulo Larrea & Verónica Larc,,,192,From CD,,,2010-04-23 22:11:02,2006-09-30 22:27:46,2,2,5,World - Tango,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Ensemble%20Ro%CC%81mulo%20Larrea%20&%20Vero%CC%81nica%20Larc/Un%20Sie%CC%80cle%20De%20Tango%20-%20Vol.%202%20-%20Astor%20Piaz/Jacinto%20Chiclana.mp3,Jacinto Chiclana,DE8B9775F57E2B6B,,,,44100,5149361,,,,,214465,13,5047,7,File,,
940,Suite Punte Deleste,,Astor Piazzolla,,,128,From UoM,,,2010-04-23 22:07:06,2006-10-01 19:35:04,,,5,World - Tango,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Astor%20Piazzolla/Suite%20Punte%20Deleste/Adio%CC%81s%20Nonino.mp3,Adiós Nonino,F6A7A853164C30FF,,,,44100,6713472,,,,,419474,6,442,2,File,,
942,Louisiana Spice: 25 Years of Louisiana Music on Rounder Records (Disc 1),,Bo Dollis & The Wild Magnolias,,,160,From CD,True,Ron Levy,2010-04-23 22:07:59,2006-09-30 22:19:56,2,1,5,World - U.S. Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Louisiana%20Spice_%2025%20Years%20of%20Louisiana%20M/Coconut%20Milk.mp3,Coconut Milk,B59AD1615589994B,,,,44100,3823485,,,,,191059,14,2815,12,File,,1995
944,Hand-Picked: 25 Years Of Bluegrass On Rounder Records,,Boone Creek,,,160,From CD,True,Traditional,2010-04-23 22:07:53,2006-09-30 22:20:50,2,1,5,World - U.S. Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Hand-Picked_%2025%20Years%20Of%20Bluegrass%20On%20Ro/Drifting%20Too%20Far%20From%20The%20Shore.mp3,Drifting Too Far From The Shore,DC8D70295DDB30B8,,,,44100,4803591,,,,,240065,26,2362,16,File,,1995
946,Hills Of Home: 25 Years Of Folk Music On Rounder Records,,Etta Baker,,,160,From CD,True,Blind Lemon Jefferson,2010-04-23 22:07:56,2006-09-30 22:28:32,2,1,5,World - U.S. Traditional,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/World/Compilations/Hills%20Of%20Home_%2025%20Years%20Of%20Folk%20Music%20On/One%20Dime%20Blues.mp3,One Dime Blues,70CCA3ACE2C3DB10,,,,44100,3063823,,,,,153077,20,2569,13,File,,1991
